ingredients,cooking_method,cooking_temperature,cooking_duration,storage_temperature,humidity,container_type,preparation_date,safe_hours,risk_level,recommended_max_temp,storage_tips
"tofu,potatoes,mushrooms",roasted,200.60988780679955,150.1104992795008,2.6516216293650032,64.33620657965844,ceramic,2025-01-18,52.3,medium,4.651621629365003,Control humidity
"tofu,rice,broccoli",baked,153.79988068306608,125.60176406555156,8.625399426822842,66.98349433228161,metal,2025-01-14,34.1,high,8.0,Reduce storage temperature; Control humidity
"tofu,potatoes,peppers",grilled,89.6016230433123,80.17388601042728,7.323947941362116,51.06559365608719,glass,2024-12-26,45.7,high,8.0,Reduce storage temperature
"eggs,quinoa,broccoli",boiled,200.590286503979,134.33062777859254,4.349613192397052,34.68952203476057,plastic,2024-12-29,78.4,low,6.349613192397052,Consider airtight container
"pork,quinoa,mushrooms",steamed,159.71598121185252,13.748851356086224,7.269028634031913,59.024667528186825,metal,2024-12-29,49.0,medium,8.0,Reduce storage temperature
"chicken,potatoes,carrots",grilled,72.71476367015302,90.05171064958084,3.3266411952015496,69.71645556862873,plastic,2025-01-05,55.9,medium,5.3266411952015496,Control humidity; Consider airtight container
"eggs,rice,onions",stir_fried,243.75685346011852,162.25987173002275,7.618989768994761,42.8764384850824,metal,2025-01-16,40.3,high,8.0,Reduce storage temperature
"pork,potatoes,spinach",fried,87.71010221485943,95.25495401941807,4.864890607847501,75.61912560821409,ceramic,2024-12-27,45.8,high,6.864890607847501,Control humidity
"tofu,potatoes,peppers",grilled,83.70334399894895,176.8549057606001,2.4701251848776122,78.04709892833094,ceramic,2025-01-08,54.1,medium,4.470125184877612,Control humidity
"pork,potatoes,onions",baked,216.46495139760808,153.6757247747008,3.0842564995381094,49.452289282283076,plastic,2025-01-04,75.9,low,5.084256499538109,Consider airtight container
"pork,quinoa,peppers",grilled,82.66336454235176,28.114841888219722,4.556621317749779,40.0214051467828,metal,2024-12-30,63.6,medium,6.556621317749779,Standard storage adequate
"pork,potatoes,mushrooms",grilled,120.43471293010991,102.04759785938305,7.2910282045765085,50.90217012370581,plastic,2025-01-17,39.3,high,8.0,Reduce storage temperature; Consider airtight container
"beef,quinoa,peppers",boiled,181.30783284649857,120.39452296035424,8.13454157087012,60.025795706230326,metal,2025-01-07,41.7,high,8.0,Reduce storage temperature; Control humidity
"eggs,quinoa,mushrooms",roasted,239.98090812163042,119.25375531938147,8.530006403181908,76.52716652463569,plastic,2025-01-06,32.2,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,quinoa,broccoli",baked,68.78252781576384,100.4862695352467,6.149081011562879,69.97657792243506,metal,2024-12-25,51.3,medium,8.0,Reduce storage temperature; Control humidity
"pork,bread,onions",boiled,75.9213454527758,128.42624029867216,3.7091187200416327,56.45878155170081,metal,2024-12-27,76.7,low,5.709118720041633,Standard storage adequate
"tofu,potatoes,spinach",roasted,124.18580855835071,98.39895314128363,5.704291088095217,39.32836799751476,ceramic,2025-01-08,62.6,medium,7.704291088095217,Reduce storage temperature
"pork,quinoa,mushrooms",roasted,118.11965558909581,93.02610327585128,2.0546224898662784,72.15087302472632,metal,2024-12-26,62.1,medium,4.054622489866278,Control humidity
"tofu,bread,mushrooms",steamed,240.06003777406104,12.94328447292635,4.417145453621204,62.4464119252783,vacuum_sealed,2025-01-09,71.5,medium,6.417145453621204,Control humidity
"eggs,quinoa,spinach",baked,169.33135767922184,113.04284677563629,8.164913908535539,73.33978150188076,vacuum_sealed,2025-01-17,48.2,medium,8.0,Reduce storage temperature; Control humidity
"lamb,potatoes,mushrooms",roasted,177.65079840246534,164.77010658633935,6.586876056698065,69.37054489939045,plastic,2024-12-27,43.5,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,rice,broccoli",grilled,65.4439165787766,125.93955306990584,9.659134955539542,51.9584731410587,vacuum_sealed,2024-12-27,54.4,medium,8.0,Reduce storage temperature
"beef,noodles,spinach",roasted,186.32174988782168,19.343437775371882,8.219730406609353,42.97928152133557,plastic,2025-01-01,37.3,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,quinoa,peppers",roasted,132.81697039386225,81.44896265728683,8.192126665223377,58.30017721310605,vacuum_sealed,2024-12-31,54.0,medium,8.0,Reduce storage temperature
"eggs,bread,onions",boiled,113.05385569158825,73.6780373031549,6.891579356975624,79.45133967385775,ceramic,2025-01-13,51.2,medium,8.0,Reduce storage temperature; Control humidity
"eggs,rice,spinach",roasted,201.40621088446903,53.82992903047384,4.91773735074968,72.79599568953722,vacuum_sealed,2025-01-19,61.2,medium,6.91773735074968,Control humidity
"lamb,pasta,onions",fried,85.66495593290702,174.09326833053385,3.058873769904351,44.149002442130346,vacuum_sealed,2025-01-12,86.6,low,5.058873769904351,Standard storage adequate
"tofu,rice,carrots",stir_fried,118.90921333560777,64.12657991864148,5.116548818306662,53.93728163514541,ceramic,2025-01-09,47.0,high,7.116548818306662,Reduce storage temperature
"eggs,rice,carrots",grilled,197.25501733207972,156.33892167426805,4.900242613089295,74.8910607535135,glass,2025-01-10,47.7,high,6.900242613089295,Control humidity
"beef,rice,broccoli",stir_fried,249.66881692369728,173.88536617732404,3.4598498653405425,36.172627235211166,vacuum_sealed,2025-01-19,104.5,low,5.4598498653405425,Standard storage adequate
"fish,potatoes,broccoli",roasted,97.48773527903155,140.90470870726386,5.522703422084809,66.77187713054425,ceramic,2025-01-01,45.7,high,7.522703422084809,Reduce storage temperature; Control humidity
"beef,potatoes,onions",baked,142.08706528233864,12.777736386264428,7.084073564174495,74.18531834252353,vacuum_sealed,2025-01-10,41.5,high,8.0,Reduce storage temperature; Control humidity
"beef,pasta,onions",boiled,191.7722363783871,60.123862678093396,5.635300404270352,55.37958936667201,plastic,2024-12-29,63.7,medium,7.635300404270352,Reduce storage temperature; Consider airtight container
"tofu,rice,mushrooms",baked,186.99386658435978,149.59180383963613,3.81889663650541,67.64936033710319,vacuum_sealed,2025-01-15,78.2,low,5.81889663650541,Control humidity
"fish,pasta,peppers",baked,128.01284379678526,168.1103389128185,7.51791967785975,53.5664320896616,vacuum_sealed,2025-01-09,59.6,medium,8.0,Reduce storage temperature
"pork,quinoa,onions",stir_fried,119.72981477968054,125.53092203874718,4.209560077670767,47.44425673151292,plastic,2025-01-11,54.4,medium,6.209560077670767,Consider airtight container
"beef,quinoa,mushrooms",baked,116.94271206619973,84.55319213362542,2.095233483403752,54.968047664199155,ceramic,2025-01-05,66.9,medium,4.095233483403752,Standard storage adequate
"fish,rice,carrots",baked,159.94246456921928,28.265555939899862,5.770118225389471,40.979814443744566,vacuum_sealed,2024-12-27,79.2,low,7.770118225389471,Reduce storage temperature
"eggs,rice,broccoli",fried,70.42299714628695,128.97218123047293,3.65894244595298,43.791969148276564,glass,2025-01-16,75.6,low,5.65894244595298,Standard storage adequate
"chicken,bread,broccoli",steamed,103.14483666100267,161.74636043588868,9.422047010329624,42.478564880229584,ceramic,2025-01-08,49.2,medium,8.0,Reduce storage temperature
"tofu,rice,broccoli",steamed,109.59651129615543,134.9409260225546,7.980331337893674,52.183137470456046,metal,2025-01-21,53.1,medium,8.0,Reduce storage temperature
"lamb,noodles,mushrooms",steamed,210.96196848434332,117.66723959577952,8.465703827063962,62.1734071577132,glass,2025-01-21,48.3,medium,8.0,Reduce storage temperature; Control humidity
"lamb,rice,carrots",stir_fried,207.71973219247937,72.09078955305213,5.564031567638208,50.5587919034802,plastic,2025-01-15,58.4,medium,7.564031567638208,Reduce storage temperature; Consider airtight container
"lamb,potatoes,onions",fried,160.55812472102176,73.62426096857713,2.3496724339014143,37.89697588887311,plastic,2025-01-16,81.4,low,4.349672433901414,Consider airtight container
"chicken,potatoes,carrots",steamed,174.13112778810319,49.462024956888406,3.2456500589843094,63.60908500924129,vacuum_sealed,2024-12-28,93.9,low,5.245650058984309,Control humidity
"eggs,potatoes,carrots",stir_fried,87.54447309825804,63.30593678999712,8.087511297804244,41.073844572663184,vacuum_sealed,2024-12-26,56.1,medium,8.0,Reduce storage temperature
"tofu,rice,onions",fried,170.10875408807516,135.27844077254508,8.923329861587042,49.7859864980819,ceramic,2025-01-03,39.5,high,8.0,Reduce storage temperature
"eggs,noodles,onions",roasted,133.12434331261008,98.71413186908133,8.041216107959604,54.976721736248436,glass,2025-01-19,46.8,high,8.0,Reduce storage temperature
"pork,bread,onions",boiled,195.90203484060538,90.80138197859038,4.395762745968753,69.00989109596,ceramic,2024-12-31,47.5,high,6.395762745968753,Control humidity
"pork,potatoes,mushrooms",steamed,100.00068824097792,35.68517565005586,3.749086643278747,36.496971924039116,plastic,2025-01-18,102.2,low,5.749086643278747,Consider airtight container
"fish,potatoes,carrots",steamed,215.91767311399653,71.84458559879732,6.705478733896683,66.55048622034712,metal,2024-12-25,60.5,medium,8.0,Reduce storage temperature; Control humidity
"pork,bread,broccoli",steamed,175.39154385028996,12.909185130274459,2.8564877389399115,38.959879721742155,ceramic,2024-12-30,80.8,low,4.8564877389399115,Standard storage adequate
"fish,potatoes,carrots",roasted,163.66073757093525,15.793693083328211,8.840752501203276,33.26561392840099,plastic,2025-01-02,47.3,high,8.0,Reduce storage temperature; Consider airtight container
"eggs,pasta,spinach",roasted,155.69327554667677,109.99158927736576,9.085414541630893,46.88679148795964,metal,2025-01-13,41.3,high,8.0,Reduce storage temperature
"pork,pasta,broccoli",fried,157.11460023844234,45.76579983784009,3.927015960391686,69.16310216618257,ceramic,2025-01-10,51.4,medium,5.927015960391686,Control humidity
"pork,pasta,spinach",grilled,129.07986998388293,169.9947725370333,6.816606481096884,45.76194589190771,vacuum_sealed,2025-01-02,73.6,low,8.0,Reduce storage temperature
"pork,quinoa,peppers",fried,190.51009547484145,147.54145479110616,6.109212147558586,63.80035330768288,ceramic,2025-01-09,41.7,high,8.0,Reduce storage temperature; Control humidity
"tofu,rice,carrots",boiled,199.5314872129778,63.48877095712439,3.8423066730079682,72.02611993204104,plastic,2025-01-01,63.4,medium,5.842306673007968,Control humidity; Consider airtight container
"fish,noodles,onions",stir_fried,208.48112551875656,44.65510899139134,8.24310074430104,32.95535354887423,metal,2024-12-29,40.5,high,8.0,Reduce storage temperature
"chicken,rice,onions",boiled,120.88942319894184,154.66178320942336,4.7310128586791445,75.14879204589343,ceramic,2025-01-06,52.7,medium,6.7310128586791445,Control humidity
"tofu,potatoes,spinach",boiled,216.67472890959334,65.72621555409418,8.497349507597495,67.91945740105709,plastic,2024-12-30,37.5,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"beef,rice,peppers",boiled,133.83440795949798,151.53056847401723,8.351666415622699,56.09863965456884,metal,2025-01-20,48.3,medium,8.0,Reduce storage temperature
"pork,bread,mushrooms",boiled,135.54687885937392,158.76792528855867,4.473812145640796,79.19316357872518,plastic,2024-12-30,55.2,medium,6.473812145640796,Control humidity; Consider airtight container
"lamb,potatoes,broccoli",grilled,148.26772856400618,105.57139345985017,2.097960361045512,60.018522205408864,ceramic,2025-01-05,54.4,medium,4.097960361045512,Control humidity
"lamb,quinoa,mushrooms",baked,135.91902327491738,18.556157366950714,9.074636394156165,54.24514394381745,vacuum_sealed,2025-01-21,55.7,medium,8.0,Reduce storage temperature
"chicken,pasta,spinach",boiled,196.1003576947401,148.58738833435447,5.0710455663649725,56.80379249489023,glass,2025-01-21,78.7,low,7.0710455663649725,Reduce storage temperature
"pork,potatoes,carrots",fried,138.57794881400855,56.75273813744608,8.641721514158526,67.45064775514909,vacuum_sealed,2024-12-29,45.2,high,8.0,Reduce storage temperature; Control humidity
"eggs,bread,carrots",steamed,218.72766702240224,111.31927203563008,7.529840382236059,53.72024802172389,glass,2025-01-10,60.3,medium,8.0,Reduce storage temperature
"beef,potatoes,spinach",fried,173.6492082441527,141.35944031852088,2.9193908978249556,68.19192454593596,metal,2025-01-11,61.8,medium,4.919390897824956,Control humidity
"lamb,quinoa,peppers",grilled,90.08951496817166,53.17866548433024,2.1472483487167455,42.516600546095106,metal,2025-01-15,69.6,medium,4.1472483487167455,Standard storage adequate
"fish,pasta,broccoli",roasted,168.27660895132956,117.82546480137998,3.909964096355223,59.04371526524106,glass,2025-01-02,73.2,low,5.909964096355223,Standard storage adequate
"chicken,potatoes,mushrooms",baked,126.83608668680144,72.48982906764394,8.66759693617769,36.64842648649411,plastic,2025-01-07,44.3,high,8.0,Reduce storage temperature; Consider airtight container
"fish,bread,onions",boiled,67.27543001807709,139.35190626888823,5.486800186578915,76.09550557379367,vacuum_sealed,2025-01-16,75.9,low,7.486800186578915,Reduce storage temperature; Control humidity
"eggs,noodles,carrots",grilled,164.9446051579929,103.42446940278909,5.699367804437052,51.22927941747321,vacuum_sealed,2024-12-30,72.6,low,7.699367804437052,Reduce storage temperature
"pork,noodles,broccoli",baked,71.47092226055224,75.02545964088334,4.157509590357902,73.87359213443472,ceramic,2025-01-01,42.6,high,6.157509590357902,Control humidity
"fish,noodles,mushrooms",roasted,209.6459732923642,53.59063049807687,9.182082537028364,36.99211574568643,glass,2025-01-10,54.5,medium,8.0,Reduce storage temperature
"lamb,rice,broccoli",roasted,194.410213535279,169.8266582035207,6.953795193520862,35.877116587862375,vacuum_sealed,2025-01-09,85.3,low,8.0,Reduce storage temperature
"pork,pasta,carrots",roasted,226.50366110390578,116.90588970913544,3.5167213896110843,39.74347304934417,metal,2025-01-21,81.0,low,5.516721389611084,Standard storage adequate
"fish,potatoes,broccoli",boiled,144.13336216653065,88.63379009159948,2.084511285407392,68.50463678433388,plastic,2024-12-29,67.9,medium,4.084511285407392,Control humidity; Consider airtight container
"eggs,rice,onions",steamed,142.98992510829902,177.1874909714742,5.69048895574123,76.10078620353723,metal,2025-01-21,63.2,medium,7.69048895574123,Reduce storage temperature; Control humidity
"eggs,potatoes,peppers",fried,238.32030221910577,12.481384345579265,5.544969458720521,40.84606134001096,plastic,2025-01-10,57.8,medium,7.544969458720521,Reduce storage temperature; Consider airtight container
"tofu,bread,carrots",steamed,165.35472512022108,56.38874976607875,3.518864224727942,59.22566968823272,ceramic,2024-12-25,74.2,low,5.518864224727942,Standard storage adequate
"beef,quinoa,onions",steamed,164.78337913975787,79.65865798976776,9.332895235895013,61.468106271485425,plastic,2024-12-30,41.5,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,noodles,peppers",boiled,131.63639866351912,28.040808802745126,3.024913577285183,47.33258287568265,ceramic,2025-01-23,76.5,low,5.024913577285183,Standard storage adequate
"pork,rice,spinach",stir_fried,121.06453562229252,15.752790471138097,5.719261509735974,31.122463192166144,metal,2025-01-15,68.5,medium,7.719261509735974,Reduce storage temperature
"beef,bread,mushrooms",fried,75.41618805162007,102.96118985103463,5.28252492663595,37.85371024600501,ceramic,2025-01-22,59.5,medium,7.28252492663595,Reduce storage temperature
"fish,quinoa,carrots",baked,160.07947497851694,146.58922381076272,6.677016919074551,71.8212046151605,ceramic,2025-01-09,48.2,medium,8.0,Reduce storage temperature; Control humidity
"fish,rice,onions",boiled,144.75026395910157,82.40929920597345,4.910371137063909,39.865627279574696,ceramic,2025-01-18,69.1,medium,6.910371137063909,Standard storage adequate
"beef,quinoa,peppers",stir_fried,220.52849506864575,74.78136870809624,2.924023895593768,47.18231981929904,glass,2025-01-06,69.0,medium,4.924023895593768,Standard storage adequate
"beef,pasta,carrots",boiled,124.17569328284779,94.87958281324848,6.070824702114034,75.65698874698037,plastic,2024-12-26,52.2,medium,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"beef,potatoes,mushrooms",steamed,167.64084904754634,103.91839348385908,6.576550344374631,79.69365397257215,glass,2025-01-17,67.9,medium,8.0,Reduce storage temperature; Control humidity
"tofu,potatoes,broccoli",boiled,157.78439612142677,124.34808994858425,5.114335434253936,76.73278925570872,vacuum_sealed,2025-01-23,68.1,medium,7.114335434253936,Reduce storage temperature; Control humidity
"beef,potatoes,peppers",stir_fried,69.19160878636607,36.69215851606184,8.926637933251719,75.79437471075744,plastic,2025-01-10,33.7,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"pork,potatoes,mushrooms",fried,163.27256318938203,74.84889255161862,4.633399444641927,50.245068047806036,ceramic,2025-01-02,51.2,medium,6.633399444641927,Standard storage adequate
"eggs,pasta,broccoli",boiled,114.1578545579402,163.76312546094985,2.9669171263866136,46.759629211209514,metal,2025-01-09,83.7,low,4.966917126386614,Standard storage adequate
"lamb,potatoes,peppers",steamed,66.82353948982511,51.9128389821086,7.9305553520597565,70.48628324668837,glass,2025-01-01,41.9,high,8.0,Reduce storage temperature; Control humidity
"chicken,bread,mushrooms",grilled,128.41438031755504,32.9041061954363,7.819000292484452,48.03711502623332,plastic,2025-01-16,40.9,high,8.0,Reduce storage temperature; Consider airtight container
"chicken,pasta,onions",grilled,169.15690880577736,45.3264463766918,4.546712826166798,70.18049882790575,vacuum_sealed,2025-01-10,57.5,medium,6.546712826166798,Control humidity
"lamb,bread,carrots",baked,148.67987792410977,72.58242945135633,3.5219466876981693,45.812247215114866,glass,2024-12-28,78.3,low,5.521946687698169,Standard storage adequate
"lamb,potatoes,onions",steamed,123.14054927592778,141.2701448242598,8.291958421389477,33.52285568208953,ceramic,2024-12-31,55.0,medium,8.0,Reduce storage temperature
"fish,bread,spinach",boiled,204.43047315741347,161.5537610922472,5.395401069647777,63.0863602796866,plastic,2025-01-22,49.5,medium,7.395401069647777,Reduce storage temperature; Control humidity; Consider airtight container
"tofu,quinoa,broccoli",fried,227.6610936235648,80.58352294854775,5.746598890371094,52.77781787566124,metal,2025-01-22,55.4,medium,7.746598890371094,Reduce storage temperature
"fish,noodles,peppers",roasted,101.05096559661484,162.1123533662051,7.106488929796724,39.090615793373615,metal,2025-01-12,49.0,medium,8.0,Reduce storage temperature
"eggs,noodles,peppers",boiled,62.463615303897114,10.242028544478973,4.677965916851886,65.82849391287931,vacuum_sealed,2025-01-13,63.4,medium,6.677965916851886,Control humidity
"pork,noodles,onions",grilled,189.3744680783593,162.8782257711773,8.71431861046543,37.65575361452079,metal,2025-01-12,45.5,high,8.0,Reduce storage temperature
"beef,quinoa,mushrooms",fried,155.97185824435755,163.0618269226135,6.234142661408107,55.23164439086216,plastic,2025-01-02,53.0,medium,8.0,Reduce storage temperature; Consider airtight container
"eggs,noodles,mushrooms",stir_fried,173.67532384384378,77.57216144431173,3.5016062862774167,68.8057997167596,vacuum_sealed,2024-12-27,72.5,low,5.501606286277417,Control humidity
"tofu,bread,onions",grilled,225.9521412353222,24.904811576399112,3.69172238072744,72.03797235735505,ceramic,2025-01-07,46.1,high,5.69172238072744,Control humidity
"lamb,pasta,broccoli",roasted,211.42514958803346,134.5491707837724,4.038164524159106,62.85788112213958,glass,2025-01-09,52.7,medium,6.038164524159106,Control humidity
"chicken,bread,onions",stir_fried,104.17852650499862,143.03779007720004,7.00274263682561,56.839131531336406,glass,2025-01-11,43.3,high,8.0,Reduce storage temperature
"lamb,pasta,spinach",grilled,105.73244101273535,38.158216828668074,6.587081465557614,58.06134444062712,metal,2025-01-06,53.0,medium,8.0,Reduce storage temperature
"fish,pasta,mushrooms",fried,238.03231497157267,10.753561907261446,8.531573648019965,61.73540090976056,vacuum_sealed,2024-12-26,42.0,high,8.0,Reduce storage temperature; Control humidity
"fish,noodles,spinach",grilled,241.74709940048777,13.306523313786032,2.1657093441135284,30.977373917633322,vacuum_sealed,2025-01-13,95.0,low,4.1657093441135284,Standard storage adequate
"beef,potatoes,spinach",grilled,65.87309324551941,141.6391440258397,9.917349752488,41.205183572690956,plastic,2025-01-16,37.7,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,pasta,onions",boiled,86.13803451416662,32.27442575273641,5.695771126077045,44.35312262133771,glass,2024-12-30,68.8,medium,7.695771126077045,Reduce storage temperature
"beef,rice,broccoli",stir_fried,143.3162832133509,59.09006461452108,3.7781719533283606,67.6452487964118,plastic,2024-12-29,53.3,medium,5.778171953328361,Control humidity; Consider airtight container
"chicken,bread,broccoli",baked,185.46760690688728,75.4779318588544,3.249001893949692,32.26034310012475,vacuum_sealed,2025-01-03,117.0,low,5.249001893949692,Standard storage adequate
"lamb,rice,peppers",steamed,228.40191423895197,117.97545038177276,3.6767947749321106,63.51807306819565,metal,2025-01-19,67.8,medium,5.676794774932111,Control humidity
"chicken,bread,broccoli",grilled,150.29698716160863,141.4167689001238,6.720983809457437,62.04601162705591,glass,2025-01-11,45.9,high,8.0,Reduce storage temperature; Control humidity
"chicken,quinoa,mushrooms",steamed,76.1912299357117,20.59904013535732,7.531154905627538,53.959945600894955,ceramic,2025-01-16,43.9,high,8.0,Reduce storage temperature
"fish,quinoa,mushrooms",steamed,211.93197545954914,12.334318976990527,4.953475230597938,57.65138426590698,vacuum_sealed,2025-01-23,88.8,low,6.953475230597938,Standard storage adequate
"eggs,pasta,broccoli",baked,205.34290333823316,137.36027912192054,4.961073760028793,68.45196512400616,metal,2025-01-06,51.1,medium,6.961073760028793,Control humidity
"lamb,noodles,mushrooms",grilled,116.16224116096787,145.15064821134646,9.901431704040418,41.11059048400914,plastic,2024-12-26,35.8,high,8.0,Reduce storage temperature; Consider airtight container
"chicken,noodles,onions",steamed,178.97824386936864,108.2768937602452,7.991311976643703,75.86345807159452,ceramic,2024-12-27,40.1,high,8.0,Reduce storage temperature; Control humidity
"eggs,pasta,spinach",roasted,82.52993089795748,14.47522064189984,7.719581709920793,69.75609698550201,ceramic,2025-01-16,30.3,high,8.0,Reduce storage temperature; Control humidity
"chicken,potatoes,spinach",roasted,199.10040126434367,15.31018470291806,2.7929005943384206,79.63768352735386,plastic,2025-01-03,60.5,medium,4.792900594338421,Control humidity; Consider airtight container
"chicken,noodles,peppers",fried,247.13519351630143,97.59966409624252,8.688300925158277,42.29505348876626,ceramic,2025-01-21,36.2,high,8.0,Reduce storage temperature
"eggs,bread,peppers",boiled,158.31829126903006,75.78890713343178,3.0123891265609215,45.557547363568126,vacuum_sealed,2025-01-07,109.2,low,5.0123891265609215,Standard storage adequate
"beef,rice,mushrooms",baked,76.2933946855351,155.5544138152693,3.171455457386287,38.35292321482132,ceramic,2025-01-02,80.9,low,5.171455457386287,Standard storage adequate
"fish,noodles,broccoli",fried,83.87498571606574,50.1630616776996,5.719187203476488,70.00846432999552,vacuum_sealed,2024-12-30,60.9,medium,7.719187203476488,Reduce storage temperature; Control humidity
"pork,pasta,broccoli",baked,116.9172296438636,58.91208904705867,6.181840096513709,54.7343559608107,ceramic,2025-01-22,59.9,medium,8.0,Reduce storage temperature
"fish,rice,onions",roasted,112.39874227271284,134.16126336156515,4.698691773767738,63.461191707664284,ceramic,2025-01-01,44.0,high,6.698691773767738,Control humidity
"lamb,noodles,spinach",steamed,201.07521806280963,118.12379008703202,4.147833834726041,54.69833371238226,metal,2025-01-01,79.2,low,6.147833834726041,Standard storage adequate
"pork,quinoa,mushrooms",stir_fried,206.58005149365516,107.43426594343309,3.74415240275939,59.07794892720236,metal,2025-01-09,70.2,medium,5.74415240275939,Standard storage adequate
"tofu,noodles,peppers",stir_fried,129.94591744511712,144.54166011430607,8.008186297302357,36.09726326506369,ceramic,2025-01-17,36.4,high,8.0,Reduce storage temperature
"tofu,bread,broccoli",fried,225.26258900304322,24.660254244673624,9.464518192819394,41.28655961764885,glass,2025-01-18,48.9,medium,8.0,Reduce storage temperature
"beef,bread,mushrooms",stir_fried,245.05099660214398,50.89425183071373,8.191214099116308,75.86967491193715,vacuum_sealed,2025-01-08,41.6,high,8.0,Reduce storage temperature; Control humidity
"lamb,potatoes,peppers",steamed,164.8059671563741,127.80716663552732,8.21605189096091,44.90324464033753,plastic,2025-01-03,52.9,medium,8.0,Reduce storage temperature; Consider airtight container
"eggs,noodles,spinach",steamed,245.28360178293897,97.02601568701618,8.527057020621553,79.85099833330207,ceramic,2025-01-15,37.7,high,8.0,Reduce storage temperature; Control humidity
"tofu,noodles,mushrooms",boiled,227.92713989307777,150.6638038279565,7.124720503204189,78.06027176657233,plastic,2025-01-10,33.1,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"pork,rice,onions",stir_fried,228.50526204927732,63.789017753775305,4.7019849665891735,32.00359103609961,glass,2024-12-28,71.1,medium,6.7019849665891735,Standard storage adequate
"pork,rice,mushrooms",roasted,120.56682300379128,25.49922235132141,2.223588135274851,48.85793739941164,plastic,2024-12-31,69.5,medium,4.223588135274851,Consider airtight container
"lamb,bread,carrots",fried,150.196695168311,60.33143692892833,3.5166501151582477,72.03557668672536,vacuum_sealed,2025-01-01,70.6,medium,5.516650115158248,Control humidity
"fish,noodles,broccoli",steamed,146.6762377631187,87.58244334494117,3.402384249018808,58.272533556148545,vacuum_sealed,2025-01-23,116.5,low,5.402384249018808,Standard storage adequate
"fish,pasta,carrots",boiled,230.12060891659894,43.80243272007992,6.33312665930987,43.629949815139845,metal,2025-01-18,65.9,medium,8.0,Reduce storage temperature
"fish,potatoes,carrots",boiled,205.07208101681505,18.962696602211793,4.867788627896974,42.84795111419226,vacuum_sealed,2025-01-22,90.8,low,6.867788627896974,Standard storage adequate
"pork,potatoes,onions",fried,227.89914036045846,45.964394585632895,7.529544395540609,45.56456483385608,plastic,2025-01-06,39.9,high,8.0,Reduce storage temperature; Consider airtight container
"beef,potatoes,carrots",boiled,164.3288997060956,59.951806244619505,9.29994424702302,70.41718630069172,plastic,2024-12-27,36.0,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,bread,peppers",roasted,65.94298309108503,149.28933471405875,9.50695158945113,49.89473824914404,glass,2025-01-01,48.8,medium,8.0,Reduce storage temperature
"pork,noodles,onions",baked,160.27944633097883,65.73747493845644,6.562334985579014,66.3877652988813,vacuum_sealed,2024-12-29,65.2,medium,8.0,Reduce storage temperature; Control humidity
"lamb,quinoa,peppers",baked,232.42555000435044,164.3541095666817,6.959906711005607,71.07388837675367,metal,2025-01-01,54.7,medium,8.0,Reduce storage temperature; Control humidity
"eggs,quinoa,carrots",stir_fried,104.07829291692057,96.90457315497153,4.743668771749277,54.04749222074389,vacuum_sealed,2025-01-05,70.3,medium,6.743668771749277,Standard storage adequate
"beef,potatoes,peppers",fried,99.68752695466253,69.91008178685439,6.083342664374781,52.54567606793536,plastic,2025-01-16,53.9,medium,8.0,Reduce storage temperature; Consider airtight container
"chicken,quinoa,carrots",roasted,194.65471702040583,13.139015431443859,9.34283697431104,60.45549153317203,plastic,2025-01-08,35.8,high,8.0,Reduce storage temperature; Control humidity; Consider airtight container
"lamb,quinoa,broccoli",roasted,127.2023941617206,154.23015769080516,6.233433254433556,57.09163962357535,ceramic,2025-01-10,53.5,medium,8.0,Reduce storage temperature
"beef,bread,mushrooms",grilled,145.91314017524365,97.33185459428906,9.58550619735265,46.783263125628984,plastic,2025-01-09,36.9,high,8.0,Reduce storage temperature; Consider airtight container
"lamb,bread,onions",steamed,128.23877500948797,81.32021389170538,7.1161371250140215,78.78125560341934,metal,2025-01-14,40.6,high,8.0,Reduce storage temperature; Control humidity
"eggs,rice,onions",fried,203.5385567353812,174.17971310813422,8.380922514217211,73.23918440585109,glass,2025-01-13,33.9,high,8.0,Reduce storage temperature; Control humidity
"fish,potatoes,peppers",boiled,131.62597007122326,151.55548102477326,3.0116567335558457,69.27688498239453,plastic,2025-01-07,68.1,medium,5.011656733555846,Control humidity; Consider airtight container
"lamb,bread,spinach",fried,138.36979042487374,165.85783457124964,4.640150093487339,59.77814632904139,metal,2025-01-10,55.9,medium,6.640150093487339,Standard storage adequate
"chicken,potatoes,onions",grilled,136.56569544211763,161.70373827860726,5.083320285384323,73.69890667421487,plastic,2025-01-22,46.3,high,7.083320285384323,Reduce storage temperature; Control humidity; Consider airtight container
"chicken,potatoes,onions",stir_fried,90.10517493952128,14.834509001174634,4.232031708477691,36.59589852304988,vacuum_sealed,2025-01-17,88.2,low,6.232031708477691,Standard storage adequate
